cittadinanza,genere,comune_pdf,provenienza,classe_eta,eta,conta
India,M,Busca,India,Giovane adulto,35,343
India,M,Busca,India,Giovane,25,343
India,M,Busca,India,Giovane adulto,33,343
Albania,F,Busca,Euro-est,Anziano,56,343
Polonia,M,Busca,Euro-est,Adulto,50,343
India,M,Busca,India,Adulto,48,343
India,M,Busca,India,Giovane adulto,34,343
Saluzzo,M,Busca,Italia,Giovane adulto,38,343
Costigliole saluzzo,M,Busca,Italia,Anziano,69,343
Cuneo,M,Busca,Italia,Giovane,21,343
India,M,Busca,India,Giovane,24,343
India,M,Busca,India,Giovane,27,343
India,M,Busca,India,Giovane adulto,33,343
India,M,Busca,India,Giovane,24,343
India,M,Busca,India,Giovane,30,343
India,M,Busca,India,Giovane adulto,35,343
India,M,Busca,India,Giovane,19,343
India,M,Busca,India,Giovane adulto,33,343
India,M,Busca,India,Giovane adulto,38,343
Egitto,M,Busca,Africa,Giovane adulto,40,343
India,M,Busca,India,Giovane adulto,31,343
India,M,Busca,India,Giovane adulto,37,343
India,M,Busca,India,Giovane adulto,31,343
India,M,Busca,India,Giovane adulto,34,343
India,M,Busca,India,Giovane,19,343
Costa d'avorio,F,Busca,Sub-shara,Giovane adulto,32,343
Albania,F,Busca,Euro-est,Giovane adulto,31,343
Costa d'avorio,F,Busca,Sub-shara,Anziano,51,343
India,M,Busca,India,Giovane adulto,32,343
India,M,Busca,India,Giovane,28,343
India,M,Busca,India,Giovane,30,343
Costa d'avorio,F,Busca,Sub-shara,Giovane adulto,38,343
Cuneo,M,Busca,Italia,Anziano,67,343
Saluzzo,M,Busca,Italia,Adulto,45,343
Marocco,M,Busca,Africa,Giovane,29,343
Costa d'avorio,M,Busca,Sub-shara,Adulto,43,343
Romania,M,Busca,Euro-est,Giovane adulto,33,343
Marocco,M,Busca,Africa,Giovane,26,343
Albania,M,Busca,Euro-est,Anziano,64,343
Albania,M,Busca,Euro-est,Giovane,20,343
Albania,M,Busca,Euro-est,Adulto,42,343
Romania,M,Busca,Euro-est,Giovane,24,343
Marocco,M,Busca,Africa,Giovane,27,343
Busca,M,Busca,Italia,Anziano,55,343
Saluzzo,F,Busca,Italia,Giovane,24,343
India,M,Busca,India,Giovane adulto,35,343
Adria,M,Busca,Italia,Giovane,28,343
Marocco,F,Busca,Africa,Adulto,45,343
Albania,F,Busca,Euro-est,Adulto,44,343
Mali,M,Busca,Africa,Adulto,46,343
Savigliano,F,Busca,Italia,Giovane,19,343
Cuneo,F,Busca,Italia,Adulto,49,343
Cuneo,M,Busca,Italia,Anziano,53,343
Cuneo,M,Busca,Italia,Giovane,17,343
India,M,Busca,India,Giovane adulto,37,343
Cuneo,M,Busca,Italia,Giovane,18,343
Cuneo,M,Busca,Italia,Giovane,17,343
Costa d'avorio,F,Busca,Sub-shara,Adulto,45,343
India,M,Busca,India,Giovane adulto,37,343
India,M,Busca,India,Giovane adulto,37,343
Cuneo,F,Busca,Italia,Giovane,17,343
Cuneo,F,Busca,Italia,Anziano,63,343
India,M,Busca,India,Anziano,56,343
Costa d'avorio,M,Busca,Sub-shara,Giovane,19,343
India,M,Busca,India,Giovane,25,343
India,M,Busca,India,Adulto,43,343
India,M,Busca,India,Giovane adulto,37,343
India,M,Busca,India,Giovane,24,343
India,M,Busca,India,Giovane,30,343
Saluzzo,M,Busca,Italia,Adulto,47,343
India,M,Busca,India,Anziano,53,343
Mali,M,Busca,Africa,Giovane,30,343
Mali,M,Busca,Africa,Anziano,51,343
India,M,Busca,India,Giovane adulto,39,343
India,M,Busca,India,Adulto,50,343
Albania,M,Busca,Euro-est,Anziano,61,343
India,M,Busca,India,Giovane,30,343
Cuneo,F,Busca,Italia,Giovane,17,343
Busca,M,Busca,Italia,Anziano,66,343
Mali,M,Busca,Africa,Giovane,26,343
Cuneo,M,Busca,Italia,Anziano,64,343
Cuneo,M,Busca,Italia,Giovane,18,343
India,M,Busca,India,Anziano,59,343
Romania,M,Busca,Euro-est,Giovane adulto,39,343
India,M,Busca,India,Giovane,20,343
Cuneo,F,Busca,Italia,Giovane,23,343
Cuneo,F,Busca,Italia,Adulto,48,343
Cuneo,M,Busca,Italia,Giovane,17,343
Cuneo,F,Busca,Italia,Giovane,19,343
Egitto,M,Busca,Africa,Giovane,26,343
Mali,M,Busca,Africa,Giovane,27,343
Albania,M,Busca,Euro-est,Anziano,59,343
Cuneo,M,Busca,Italia,Giovane adulto,32,343
Massa carrara,F,Busca,Italia,Anziano,58,343
Romania,F,Busca,Euro-est,Adulto,47,343
Cuneo,F,Busca,Italia,Giovane,17,343
Busca,M,Busca,Italia,Anziano,82,343
Albania,F,Busca,Euro-est,Adulto,44,343
Marocco,M,Busca,Africa,Giovane adulto,37,343
Albania,M,Busca,Euro-est,Adulto,47,343
Albania,M,Busca,Euro-est,Anziano,58,343
Costa d'avorio,M,Busca,Sub-shara,Giovane adulto,32,343
Cuneo,M,Busca,Italia,Giovane,18,343
Torino,F,Busca,Italia,Giovane,19,343
Albania,M,Busca,Euro-est,Anziano,58,343
Cuneo,F,Busca,Italia,Adulto,48,343
Venaria reale,F,Busca,Italia,Anziano,57,343
Bra,F,Busca,Italia,Giovane,20,343
Marocco,M,Busca,Africa,Giovane adulto,36,343
Cuneo,F,Busca,Italia,Giovane adulto,31,343
Cuneo,M,Busca,Italia,Adulto,46,343
Albania,F,Busca,Euro-est,Adulto,46,343
Savigliano,F,Busca,Italia,Adulto,50,343
Albania,F,Busca,Euro-est,Anziano,58,343
Busca,M,Busca,Italia,Anziano,53,343
Nigeria,M,Busca,Sub-shara,Giovane adulto,39,343
Costa d'avorio,F,Busca,Sub-shara,Giovane adulto,36,343
Cuneo,F,Busca,Italia,Giovane adulto,37,343
Marocco,F,Busca,Africa,Giovane adulto,35,343
Albania,M,Busca,Euro-est,Adulto,50,343
Ghana,F,Busca,Sub-shara,Giovane adulto,36,343
Romania,M,Busca,Euro-est,Giovane,24,343
Cuneo,F,Busca,Italia,Giovane adulto,32,343
Albania,M,Busca,Euro-est,Anziano,74,343
Busca,M,Busca,Italia,Anziano,61,343
Albania,F,Busca,Euro-est,Giovane adulto,39,343
Romania,M,Busca,Euro-est,Anziano,66,343
India,F,Busca,India,Giovane adulto,39,343
Romania,M,Busca,Euro-est,Giovane,29,343
Marocco,F,Busca,Africa,Giovane adulto,37,343
Cuneo,M,Busca,Italia,Giovane,19,343
Busca,F,Busca,Italia,Anziano,59,343
Costa d'avorio,F,Busca,Sub-shara,Giovane adulto,33,343
Algeria,M,Busca,Africa,Giovane,19,343
Albania,M,Busca,Euro-est,Anziano,60,343
Mali,M,Busca,Africa,Giovane,30,343
Albania,M,Busca,Euro-est,Giovane,21,343
Cuneo,F,Busca,Italia,Anziano,59,343
Busca,M,Busca,Italia,Anziano,68,343
Fossano,M,Busca,Italia,Anziano,70,343
Caraglio,M,Busca,Italia,Anziano,66,343
Albania,M,Busca,Euro-est,Anziano,61,343
Cuneo,M,Busca,Italia,Anziano,66,343
Romania,F,Busca,Euro-est,Giovane,24,343
Cuneo,M,Busca,Italia,Giovane,23,343
Costa d'avorio,M,Busca,Sub-shara,Giovane adulto,37,343
India,M,Busca,India,Adulto,44,343
Albania,M,Busca,Euro-est,Giovane,21,343
Albania,F,Busca,Euro-est,Anziano,70,343
Savigliano,F,Busca,Italia,Giovane,28,343
Torino,F,Busca,Italia,Giovane,22,343
Albania,M,Busca,Euro-est,Giovane adulto,40,343
Ghana,F,Busca,Sub-shara,Anziano,60,343
Thailandia,F,Busca,India,Anziano,60,343
Cuneo,M,Busca,Italia,Giovane,17,343
Albania,F,Busca,Euro-est,Anziano,54,343
Albania,F,Busca,Euro-est,Anziano,52,343
Cuneo,M,Busca,Italia,Anziano,61,343
Cuneo,M,Busca,Italia,Giovane,19,343
Mauritania,M,Busca,Africa,Giovane adulto,31,343
Brasile,M,Busca,Americhe,Anziano,63,343
Repubblica popolare cinese,M,Busca,India,Anziano,67,343
Cuneo,M,Busca,Italia,Giovane,17,343
Albania,F,Busca,Euro-est,Giovane adulto,40,343
India,F,Busca,India,Giovane adulto,38,343
Romania,F,Busca,Euro-est,Giovane adulto,37,343
Peveragno,F,Busca,Italia,Anziano,70,343
Cuneo,M,Busca,Italia,Giovane,17,343
Marocco,M,Busca,Africa,Anziano,69,343
Costa d'avorio,M,Busca,Sub-shara,Adulto,50,343
Albania,M,Busca,Euro-est,Anziano,55,343
Albania,M,Busca,Euro-est,Giovane,19,343
Grottaglie,M,Busca,Italia,Giovane adulto,34,343
Mali,M,Busca,Africa,Giovane adulto,38,343
Romania,M,Busca,Euro-est,Giovane adulto,31,343
Albania,F,Busca,Euro-est,Giovane,23,343
Costa d'avorio,F,Busca,Sub-shara,Adulto,43,343
Ghana,M,Busca,Sub-shara,Anziano,52,343
Nigeria,M,Busca,Sub-shara,Giovane,28,343
Marocco,M,Busca,Africa,Adulto,46,343
India,M,Busca,India,Giovane,23,343
Cuneo,F,Busca,Italia,Giovane,21,343
Mali,M,Busca,Africa,Giovane adulto,39,343
Cuneo,M,Busca,Italia,Anziano,67,343
Dronero,M,Busca,Italia,Anziano,79,343
Albania,M,Busca,Euro-est,Anziano,55,343
Romania,F,Busca,Euro-est,Giovane,24,343
Cuneo,F,Busca,Italia,Giovane,19,343
Mali,M,Busca,Africa,Giovane adulto,37,343
Marocco,F,Busca,Africa,Giovane adulto,34,343
Savigliano,F,Busca,Italia,Giovane,23,343
Cuneo,F,Busca,Italia,Giovane,19,343
Albania,F,Busca,Euro-est,Giovane,28,343
Cuneo,M,Busca,Italia,Giovane,17,343
Marocco,M,Busca,Africa,Giovane,25,343
India,M,Busca,India,Giovane,26,343
Cuneo,M,Busca,Italia,Giovane,30,343
Mali,M,Busca,Africa,Adulto,47,343
Rovigo,M,Busca,Italia,Anziano,72,343
Romania,M,Busca,Euro-est,Giovane,27,343
Cuneo,M,Busca,Italia,Giovane,22,343
India,F,Busca,India,Giovane adulto,36,343
Romania,M,Busca,Euro-est,Giovane,30,343
Grecia,M,Busca,Euro-est,Giovane,21,343
Argentina,F,Busca,Americhe,Anziano,61,343
Albania,F,Busca,Euro-est,Anziano,58,343
Melle,F,Busca,Italia,Anziano,63,343
Albania,M,Busca,Euro-est,Giovane,24,343
Albania,M,Busca,Euro-est,Anziano,61,343
Albania,M,Busca,Euro-est,Anziano,64,343
Cuneo,F,Busca,Italia,Giovane,21,343
India,M,Busca,India,Giovane adulto,31,343
Albania,F,Busca,Euro-est,Adulto,49,343
Albania,M,Busca,Euro-est,Giovane,21,343
Romania,F,Busca,Euro-est,Giovane,27,343
Cuneo,M,Busca,Italia,Giovane,17,343
Cuneo,F,Busca,Italia,Anziano,56,343
Francia,F,Busca,Euro-centro,Anziano,59,343
Cuneo,M,Busca,Italia,Adulto,41,343
Mali,M,Busca,Africa,Giovane adulto,36,343
Cuneo,M,Busca,Italia,Anziano,53,343
Costa d'avorio,M,Busca,Sub-shara,Adulto,41,343
Costa d'avorio,M,Busca,Sub-shara,Giovane adulto,34,343
Costa d'avorio,M,Busca,Sub-shara,Adulto,48,343
Cuneo,M,Busca,Italia,Giovane,21,343
Mondovi',M,Busca,Italia,Anziano,60,343
Savigliano,M,Busca,Italia,Giovane adulto,32,343
Cuneo,F,Busca,Italia,Anziano,51,343
Savigliano,M,Busca,Italia,Giovane,17,343
Mali,M,Busca,Africa,Giovane,28,343
Costa d'avorio,M,Busca,Sub-shara,Giovane,18,343
Costa d'avorio,F,Busca,Sub-shara,Giovane,25,343
Costa d'avorio,F,Busca,Sub-shara,Anziano,54,343
Burkina faso,F,Busca,Sub-shara,Adulto,43,343
Busca,M,Busca,Italia,Anziano,62,343
Romania,M,Busca,Euro-est,Giovane,21,343
Costa d'avorio,M,Busca,Sub-shara,Anziano,54,343
Romania,M,Busca,Euro-est,Giovane adulto,35,343
Romania,M,Busca,Euro-est,Giovane adulto,39,343
Dronero,F,Busca,Italia,Anziano,58,343
Cuneo,M,Busca,Italia,Giovane,20,343
Albania,M,Busca,Euro-est,Giovane adulto,39,343
Novi ligure,M,Busca,Italia,Anziano,64,343
Cuneo,M,Busca,Italia,Anziano,64,343
Pinerolo,F,Busca,Italia,Adulto,48,343
Mali,M,Busca,Africa,Giovane,24,343
Costa d'avorio,M,Busca,Sub-shara,Giovane,26,343
Cuneo,M,Busca,Italia,Giovane,18,343
Marocco,M,Busca,Africa,Adulto,44,343
Marocco,M,Busca,Africa,Adulto,46,343
Cuneo,M,Busca,Italia,Giovane,17,343
Saluzzo,M,Busca,Italia,Giovane adulto,31,343
Cuneo,M,Busca,Italia,Anziano,56,343
Mali,M,Busca,Africa,Giovane adulto,36,343
Cuneo,M,Busca,Italia,Giovane,18,343
Burkina faso,F,Busca,Sub-shara,Adulto,49,343
Cuneo,M,Busca,Italia,Anziano,73,343
Vittoria,F,Busca,Italia,Anziano,60,343
Romania,M,Busca,Euro-est,Adulto,44,343
Vignolo,M,Busca,Italia,Anziano,69,343
Busca,F,Busca,Italia,Anziano,59,343
Mali,M,Busca,Africa,Adulto,44,343
Busca,F,Busca,Italia,Anziano,56,343
Albania,F,Busca,Euro-est,Adulto,42,343
Broni,M,Busca,Italia,Adulto,47,343
Saluzzo,M,Busca,Italia,Anziano,62,343
India,M,Busca,India,Giovane,23,343
Moldavia,M,Busca,Euro-est,Giovane,17,343
Cuneo,F,Busca,Italia,Giovane,20,343
Saluzzo,F,Busca,Italia,Adulto,47,343
Cuneo,M,Busca,Italia,Giovane,19,343
Marocco,F,Busca,Africa,Anziano,54,343
Cuneo,F,Busca,Italia,Giovane,18,343
Villafalletto,M,Busca,Italia,Anziano,81,343
Cuneo,M,Busca,Italia,Giovane,18,343
Ghana,F,Busca,Sub-shara,Giovane,25,343
Busto garolfo,M,Busca,Italia,Anziano,66,343
Saluzzo,M,Busca,Italia,Anziano,65,343
Saluzzo,F,Busca,Italia,Giovane,25,343
Savigliano,F,Busca,Italia,Giovane,21,343
Romania,M,Busca,Euro-est,Adulto,44,343
Marocco,F,Busca,Africa,Anziano,51,343
Cuneo,M,Busca,Italia,Giovane,29,343
Cuneo,M,Busca,Italia,Anziano,63,343
Ghana,F,Busca,Sub-shara,Adulto,43,343
Cuneo,F,Busca,Italia,Giovane,20,343
Ghana,F,Busca,Sub-shara,Adulto,46,343
Romania,M,Busca,Euro-est,Adulto,44,343
Cuneo,M,Busca,Italia,Giovane,18,343
Busca,M,Busca,Italia,Anziano,64,343
Ghana,F,Busca,Sub-shara,Adulto,41,343
Ghana,M,Busca,Sub-shara,Anziano,64,343
Albania,F,Busca,Euro-est,Adulto,49,343
Ghana,M,Busca,Sub-shara,Adulto,49,343
Moglia,M,Busca,Italia,Anziano,65,343
India,M,Busca,India,Giovane,30,343
Costa d'avorio,F,Busca,Sub-shara,Giovane adulto,35,343
Burkina faso,M,Busca,Sub-shara,Giovane,20,343
Cuneo,M,Busca,Italia,Giovane,23,343
Beinasco,M,Busca,Italia,Anziano,60,343
Cuneo,M,Busca,Italia,Anziano,60,343
Marocco,F,Busca,Africa,Adulto,48,343
Busca,M,Busca,Italia,Anziano,71,343
Albania,M,Busca,Euro-est,Giovane adulto,40,343
Savigliano,M,Busca,Italia,Giovane adulto,40,343
Mali,M,Busca,Africa,Giovane adulto,33,343
Cuneo,M,Busca,Italia,Giovane adulto,39,343
Genova,F,Busca,Italia,Giovane,21,343
Busca,M,Busca,Italia,Anziano,68,343
Mondovi',M,Busca,Italia,Anziano,72,343
Costa d'avorio,M,Busca,Sub-shara,Giovane adulto,39,343
Rosignano marittimo,F,Busca,Italia,Anziano,61,343
Costa d'avorio,M,Busca,Sub-shara,Giovane,27,343
Costa d'avorio,M,Busca,Sub-shara,Giovane,19,343
Cuneo,M,Busca,Italia,Giovane,21,343
Centallo,F,Busca,Italia,Anziano,62,343
Cuneo,F,Busca,Italia,Anziano,65,343
Albania,M,Busca,Euro-est,Giovane,22,343
Cuneo,M,Busca,Italia,Giovane,18,343
Cuneo,M,Busca,Italia,Adulto,42,343
Cuneo,M,Busca,Italia,Giovane adulto,36,343
Cuneo,F,Busca,Italia,Giovane,21,343
Albania,M,Busca,Euro-est,Anziano,65,343
Romania,M,Busca,Euro-est,Adulto,44,343
Marocco,F,Busca,Africa,Adulto,49,343
Albania,F,Busca,Euro-est,Anziano,57,343
Villanova solaro,M,Busca,Italia,Anziano,72,343
Caraglio,M,Busca,Italia,Anziano,60,343
Busca,M,Busca,Italia,Anziano,60,343
Mali,M,Busca,Africa,Giovane adulto,34,343
Caraglio,M,Busca,Italia,Anziano,64,343
Costa d'avorio,F,Busca,Sub-shara,Giovane,29,343
Albania,F,Busca,Euro-est,Giovane adulto,34,343
Costigliole saluzzo,M,Busca,Italia,Anziano,74,343
Cuneo,M,Busca,Italia,Anziano,57,343
Cuneo,M,Busca,Italia,Anziano,54,343
Burkina faso,F,Busca,Sub-shara,Giovane,27,343
Romania,M,Busca,Euro-est,Anziano,51,343
Cuneo,M,Busca,Italia,Giovane,17,343
Vottignasco,M,Busca,Italia,Anziano,73,343
Nigeria,F,Busca,Sub-shara,Giovane,29,343
Cuneo,M,Busca,Italia,Anziano,68,343
Abbiategrasso,M,Camerana,Italia,Anziano,54,5
Torino,M,Camerana,Italia,Anziano,63,5
Kosovo,M,Camerana,Euro-est,Anziano,59,5
Ceva,M,Camerana,Italia,Giovane,20,5
Romania,M,Camerana,Euro-est,Adulto,50,5
Romania,F,Canale,Euro-est,Anziano,52,179
Romania,M,Canale,Euro-est,Adulto,47,179
Macedonia,F,Canale,Euro-est,Anziano,60,179
Bulgaria,M,Canale,Euro-est,Anziano,57,179
Macedonia,F,Canale,Euro-est,Adulto,44,179
Kosovo,M,Canale,Euro-est,Anziano,54,179
Macedonia,M,Canale,Euro-est,Adulto,48,179
Macedonia,M,Canale,Euro-est,Giovane adulto,33,179
Macedonia,M,Canale,Euro-est,Giovane adulto,39,179
Olbia,M,Canale,Italia,Giovane adulto,37,179
Macedonia,M,Canale,Euro-est,Giovane adulto,40,179
Ucraina,F,Canale,Euro-est,Anziano,60,179
Alba,M,Canale,Italia,Giovane,24,179
Torino,M,Canale,Italia,Adulto,49,179
Romania,M,Canale,Euro-est,Anziano,55,179
Romania,M,Canale,Euro-est,Anziano,59,179
Romania,M,Canale,Euro-est,Giovane adulto,34,179
Romania,M,Canale,Euro-est,Adulto,42,179
Romania,F,Canale,Euro-est,Giovane adulto,35,179
Alba,F,Canale,Italia,Giovane,19,179
Gambia,M,Canale,Sub-shara,Giovane,24,179
Romania,F,Canale,Euro-est,Adulto,45,179
Albania,M,Canale,Euro-est,Anziano,60,179
Alba,F,Canale,Italia,Giovane,22,179
Canale,M,Canale,Italia,Anziano,77,179
Albania,M,Canale,Euro-est,Anziano,62,179
Kosovo,F,Canale,Euro-est,Anziano,51,179
Romania,M,Canale,Euro-est,Giovane adulto,34,179
Mali,M,Canale,Africa,Giovane adulto,31,179
Alba,M,Canale,Italia,Giovane adulto,31,179
Alba,M,Canale,Italia,Giovane,27,179
Senegal,M,Canale,Sub-shara,Anziano,54,179
Macedonia,M,Canale,Euro-est,Anziano,63,179
Bulgaria,M,Canale,Euro-est,Giovane,21,179
Asti,M,Canale,Italia,Giovane,18,179
Asti,M,Canale,Italia,Giovane,23,179
Romania,M,Canale,Euro-est,Giovane adulto,39,179
Macedonia,M,Canale,Euro-est,Anziano,66,179
Polonia,M,Canale,Euro-est,Anziano,59,179
Bra,F,Canale,Italia,Adulto,47,179
Romania,F,Canale,Euro-est,Adulto,45,179
Moldavia,M,Canale,Euro-est,Anziano,59,179
Bra,M,Canale,Italia,Giovane,21,179
Carmagnola,M,Canale,Italia,Giovane,26,179
Albania,F,Canale,Euro-est,Adulto,44,179
Cuneo,F,Canale,Italia,Anziano,55,179
Alba,M,Canale,Italia,Giovane adulto,33,179
Gambia,M,Canale,Sub-shara,Adulto,45,179
Guinea,M,Canale,Sub-shara,Giovane,25,179
Romania,M,Canale,Euro-est,Anziano,51,179
Romania,M,Canale,Euro-est,Giovane,30,179
Canale,M,Canale,Italia,Anziano,77,179
Romania,F,Canale,Euro-est,Adulto,41,179
Monta',F,Canale,Italia,Anziano,69,179
Asti,M,Canale,Italia,Giovane adulto,34,179
Romania,F,Canale,Euro-est,Adulto,50,179
Albania,F,Canale,Euro-est,Giovane,29,179
Canale,M,Canale,Italia,Anziano,76,179
Bulgaria,F,Canale,Euro-est,Giovane adulto,38,179
Romania,M,Canale,Euro-est,Giovane,29,179
Albania,M,Canale,Euro-est,Anziano,62,179
Romania,F,Canale,Euro-est,Adulto,48,179
Bulgaria,F,Canale,Euro-est,Giovane,26,179
Macedonia,M,Canale,Euro-est,Adulto,49,179
Alba,F,Canale,Italia,Giovane,24,179
Bulgaria,M,Canale,Euro-est,Adulto,45,179
Romania,M,Canale,Euro-est,Adulto,46,179
Macedonia,M,Canale,Euro-est,Giovane,25,179
Alba,F,Canale,Italia,Giovane,23,179
Macedonia,F,Canale,Euro-est,Anziano,53,179
Bulgaria,M,Canale,Euro-est,Giovane,19,179
Romania,M,Canale,Euro-est,Anziano,60,179
San damiano d'asti,F,Canale,Italia,Anziano,54,179
Romania,M,Canale,Euro-est,Anziano,66,179
Tunisia,M,Canale,Africa,Giovane,20,179
Bra,F,Canale,Italia,Giovane,23,179
Albania,M,Canale,Euro-est,Giovane adulto,35,179
Macedonia,M,Canale,Euro-est,Giovane adulto,31,179
Gela,M,Canale,Italia,Giovane,25,179
Roma,M,Canale,Italia,Giovane,24,179
Macedonia,M,Canale,Euro-est,Adulto,47,179
Romania,M,Canale,Euro-est,Anziano,62,179
Canale,M,Canale,Italia,Anziano,73,179
Canale,M,Canale,Italia,Anziano,61,179
Romania,M,Canale,Euro-est,Giovane adulto,34,179
Alba,F,Canale,Italia,Adulto,47,179
Romania,F,Canale,Euro-est,Adulto,49,179
Asti,M,Canale,Italia,Giovane adulto,37,179
Romania,M,Canale,Euro-est,Giovane adulto,38,179
India,M,Canale,India,Giovane,20,179
Moldavia,M,Canale,Euro-est,Anziano,60,179
Canale,M,Canale,Italia,Adulto,45,179
Canale,M,Canale,Italia,Anziano,72,179
Torino,M,Canale,Italia,Anziano,52,179
Nigeria,M,Canale,Sub-shara,Adulto,42,179
Albania,M,Canale,Euro-est,Anziano,52,179
Bulgaria,F,Canale,Euro-est,Giovane adulto,39,179
Alba,F,Canale,Italia,Giovane,21,179
Macedonia,M,Canale,Euro-est,Anziano,60,179
Nigeria,M,Canale,Sub-shara,Giovane adulto,32,179
Macedonia,M,Canale,Euro-est,Anziano,62,179
Albania,M,Canale,Euro-est,Anziano,69,179
Bra,F,Canale,Italia,Giovane,21,179
Asti,M,Canale,Italia,Giovane,19,179
Macedonia,M,Canale,Euro-est,Anziano,65,179
Romania,M,Canale,Euro-est,Anziano,51,179
Macedonia,M,Canale,Euro-est,Adulto,41,179
Macedonia,M,Canale,Euro-est,Adulto,46,179
Romania,M,Canale,Euro-est,Anziano,61,179
Macedonia,M,Canale,Euro-est,Giovane adulto,37,179
Alba,F,Canale,Italia,Giovane,23,179
Romania,M,Canale,Euro-est,Anziano,56,179
Romania,F,Canale,Euro-est,Adulto,49,179
Macedonia,M,Canale,Euro-est,Anziano,54,179
Polonia,M,Canale,Euro-est,Giovane adulto,34,179
Romania,M,Canale,Euro-est,Anziano,53,179
Bulgaria,M,Canale,Euro-est,Giovane adulto,32,179
Romania,M,Canale,Euro-est,Anziano,63,179
Bulgaria,M,Canale,Euro-est,Giovane,28,179
Romania,F,Canale,Euro-est,Anziano,57,179
Torino,M,Canale,Italia,Anziano,58,179
Albania,M,Canale,Euro-est,Giovane,30,179
Bulgaria,F,Canale,Euro-est,Adulto,47,179
Romania,F,Canale,Euro-est,Anziano,51,179
Alba,M,Canale,Italia,Giovane,22,179
Romania,M,Canale,Euro-est,Anziano,51,179
Bulgaria,M,Canale,Euro-est,Giovane,22,179
Romania,F,Canale,Euro-est,Anziano,53,179
Romania,M,Canale,Euro-est,Giovane,20,179
Romania,M,Canale,Euro-est,Anziano,51,179
Romania,M,Canale,Euro-est,Giovane adulto,36,179
Torino,F,Canale,Italia,Adulto,46,179
Albania,M,Canale,Euro-est,Anziano,72,179
Romania,M,Canale,Euro-est,Anziano,64,179
Macedonia,M,Canale,Euro-est,Giovane adulto,37,179
Kosovo,M,Canale,Euro-est,Anziano,51,179
Romania,M,Canale,Euro-est,Adulto,42,179
Bulgaria,M,Canale,Euro-est,Giovane adulto,31,179
Canale,F,Canale,Italia,Anziano,63,179
Romania,F,Canale,Euro-est,Giovane adulto,36,179
Albania,M,Canale,Euro-est,Anziano,57,179
Macedonia,M,Canale,Euro-est,Anziano,63,179
Romania,M,Canale,Euro-est,Anziano,52,179
Macedonia,M,Canale,Euro-est,Anziano,57,179
Canale,F,Canale,Italia,Anziano,59,179
Bulgaria,M,Canale,Euro-est,Giovane,30,179
Romania,M,Canale,Euro-est,Adulto,42,179
Torino,M,Canale,Italia,Anziano,65,179
Alba,M,Canale,Italia,Giovane adulto,34,179
Alba,M,Canale,Italia,Giovane,18,179
Macedonia,M,Canale,Euro-est,Adulto,50,179
Romania,F,Canale,Euro-est,Giovane adulto,33,179
Romania,M,Canale,Euro-est,Giovane adulto,36,179
Romania,M,Canale,Euro-est,Giovane,30,179
Romania,F,Canale,Euro-est,Giovane adulto,32,179
Canale,M,Canale,Italia,Anziano,55,179
Mondovi',F,Canale,Italia,Giovane,27,179
Macedonia,M,Canale,Euro-est,Anziano,57,179
Torino,F,Canale,Italia,Giovane,23,179
Romania,M,Canale,Euro-est,Adulto,48,179
Albania,M,Canale,Euro-est,Anziano,64,179
Romania,M,Canale,Euro-est,Adulto,43,179
Macedonia,M,Canale,Euro-est,Adulto,49,179
Macedonia,M,Canale,Euro-est,Anziano,53,179
Romania,M,Canale,Euro-est,Anziano,65,179
Macedonia,M,Canale,Euro-est,Giovane adulto,36,179
Alba,F,Canale,Italia,Giovane,24,179
Romania,M,Canale,Euro-est,Giovane,30,179
Macedonia,M,Canale,Euro-est,Giovane adulto,39,179
Bra,F,Canale,Italia,Giovane adulto,32,179
Romania,F,Canale,Euro-est,Anziano,53,179
Cerignola,M,Canale,Italia,Giovane,30,179
Romania,M,Canale,Euro-est,Adulto,50,179
Macedonia,M,Canale,Euro-est,Giovane adulto,33,179
Canale,M,Canale,Italia,Anziano,66,179
India,M,Canale,India,Giovane adulto,34,179
Alba,M,Canale,Italia,Giovane adulto,39,179
Maddalena,F,Canale,Italia,Giovane,29,179
Bulgaria,M,Canale,Euro-est,Giovane adulto,37,179
Casale monferrato,F,Canosio,Italia,Giovane adulto,37,3
Cuneo,F,Canosio,Italia,Giovane,23,3
Cuneo,M,Canosio,Italia,Giovane,19,3
Fuscaldo,M,Caprauna,Italia,Adulto,48,2
Marocco,M,Caprauna,Africa,Adulto,50,2
Fossano,F,Caraglio,Italia,Adulto,50,248
Costa d'avorio,F,Caraglio,Sub-shara,Adulto,47,248
Mali,M,Caraglio,Africa,Giovane,26,248
Costa d'avorio,F,Caraglio,Sub-shara,Giovane,21,248
India,M,Caraglio,India,Anziano,54,248
India,M,Caraglio,India,Giovane,23,248
Albania,F,Caraglio,Euro-est,Giovane adulto,39,248
Caraglio,M,Caraglio,Italia,Anziano,60,248
India,M,Caraglio,India,Giovane adulto,34,248
Cuneo,F,Caraglio,Italia,Adulto,44,248
Cuneo,M,Caraglio,Italia,Giovane adulto,32,248
India,M,Caraglio,India,Giovane,24,248
India,M,Caraglio,India,Adulto,44,248
Mali,M,Caraglio,Africa,Giovane adulto,37,248
Mali,M,Caraglio,Africa,Giovane,30,248
India,M,Caraglio,India,Giovane,25,248
Costa d'avorio,M,Caraglio,Sub-shara,Giovane adulto,35,248
